🇨🇳央卫港台,#genre#
中天新聞,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH28/28
東森新聞,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH29/29 
東森新聞,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH29/29
東森財經,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH30/30 
東森財經,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH30/30
靖天映画,mitv://ns2.hellotvvod.com:9906/0a08a213ff34484ebba095598ffed323 
中天新闻,http://211.23.114.106:8541/http/60.251.39.91:8081/hls/78/80/ch63max.m3u8 
中天新闻,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH28/28
三立新闻,http://211.23.114.106:8543/http/60.251.39.91:8081/hls/65/807/ch18.m3u8 
三立新闻,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH35/35
TVBS新闻,http://211.23.114.106:8546/http/116.50.42.19:8081/hls/64/806/ch16.m3u8
TVBS新闻,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH32/32
 年代新闻,http://211.23.114.106:8517/http/60.251.39.91:8081/hls/67/809/ch27.m3u8 
东森新闻,http://211.23.114.106:8540/http/60.251.39.91:8081/hls/63/805/ch10.m3u8 
东森新闻,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH29/29
天映CCM,http://27.47.68.167:808/hls/62/index.m3u8 
華視,http://211.23.114.106:8503/http/61.221.81.94:8088/hls/72/814/ch48.m3u8 
台視,http://211.23.114.106:8502/http/61.221.81.94:8088/hls/72/814/ch46.m3u8 
中視,http://211.23.114.106:8502/http/61.221.81.94:8088/hls/72/814/ch47.m3u8 
民視,http://211.23.114.106:8504/http/61.221.81.94:8088/hls/73/815/ch49.m3u8 
公視,http://211.23.114.106:8505/http/61.221.81.94:8088/hls/73/815/ch50.m3u8
非凡新闻,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH37/37
华视新闻,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH31/31
有线新闻,https://r2.weizan.cn/v/1646497941_276681756708868241.flv
翡翠台华丽台,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH6/6
J2,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH4/4
功夫台,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH7/7
無線新聞,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH14/14
無線財經,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH15/15
viutv,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH16/16
viu6,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH17/17ch902
足球,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH21/21
now財經,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH23/23
壹新聞,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH36/36
非凡新闻台,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH37/37
年代新聞,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH38/38
中天新聞台,http://211.23.114.106:8541/http/60.251.39.91:8081/hls/78/80/ch63max.m3u8
東森新聞台,http://211.23.114.106:8540/http/60.251.39.91:8081/hls/63/805/ch10.m3u8
東森財經台,http://211.23.114.106:8546/http/116.50.42.19:8081/hls/63/805/ch11.m3u8
民視新聞台,http://211.23.114.106:8542/http/60.251.39.91:8081/hls/73/815/ch51.m3u8
寰宇新聞台,http://211.23.114.106:8547/http/116.50.42.19:8081/hls/76/818/ch62.m3u8
壹視新聞台,http://211.23.114.106:8548/http/116.50.42.19:8081/hls/66/808/ch24.m3u8
年代新聞台,http://211.23.114.106:8517/http/60.251.39.91:8081/hls/67/809/ch27.m3u8
三立新聞台,http://211.23.114.106:8543/http/60.251.39.91:8081/hls/65/807/ch18.m3u8
TVBS新聞台,http://211.23.114.106:8546/http/116.50.42.19:8081/hls/64/806/ch16.m3u8
TVBS HD台,http://211.23.114.106:8545/http/116.50.42.19:8081/hls/64/806/ch15.m3u8
 壹新聞,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH36/36
 非凡新闻台,rtmp://v3948069e.live.126.net/live/rN9gY7BW5dd2gO7zKoOV1tP8kU4cT8xH37/37 J2,mitv://ns2.hellotvvod.com:9906/4b20b6d78e904b779ff16c0b10d6c3e4 
經典影音,http://cn-sdjn2-cu-live-01.bilivideo.com/live-bvc/464663re/live_1907351534_29661727.m3u8 
天映頻道,mitv://ns2.hellotvvod.com:9906/ec8466ba789143998fb9ed858b7c174e
 天映經典,mitv://ns2.hellotvvod.com:9906/4699a8c6571243a4b5387f6b3c639851 
星空电影台,http://host496323.us.ooqr.com/pltv/yy.php?id=1355255977 
靖天电影台,mitv://ns2.hellotvvod.com:9906/86533153a6a741d3af531f8efa6054f6 
爆谷台,mitv://ns2.hellotvvod.com:9906/1d7e379fa2f04936b9d2dce207efb097 
HKC电影台,mitv://ns2.hellotvvod.com:9906/6d83197a57a94c41848d3945e38a8607
CCTV-1,http://k.061899.xyz/m.php?id=cctv1
CCTV-2,http://k.061899.xyz/m.php?id=cctv2
CCTV-3,http://k.061899.xyz/m.php?id=cctv3
CCTV-4,http://k.061899.xyz/m.php?id=cctv4
CCTV-5,http://k.061899.xyz/m.php?id=cctv5
CCTV-5+,http://k.061899.xyz/m.php?id=cctv5p
CCTV-6,http://k.061899.xyz/m.php?id=cctv6
CCTV-7,http://k.061899.xyz/m.php?id=cctv7
CCTV-8,http://k.061899.xyz/m.php?id=cctv8
CCTV-9,http://k.061899.xyz/m.php?id=cctv9
CCTV-10,http://k.061899.xyz/m.php?id=cctv10
CCTV-11,http://k.061899.xyz/m.php?id=cctv11
CCTV-12,http://k.061899.xyz/m.php?id=cctv12
CCTV-13,http://k.061899.xyz/m.php?id=cctv13
CCTV-14,http://k.061899.xyz/m.php?id=cctv14
CCTV-15,http://k.061899.xyz/m.php?id=cctv15
CCTV-16,http://k.061899.xyz/m.php?id=cctv16
CCTV-17,http://k.061899.xyz/m.php?id=cctv17
CCTV-4欧洲,http://k.061899.xyz/m.php?id=cctv4o
CCTV-4美洲,http://k.061899.xyz/m.php?id=cctv4m
CGTN-纪录,http://k.061899.xyz/m.php?id=cgtnjl
CGTN-英语,http://k.061899.xyz/m.php?id=cgtn
CGTN-西语,http://k.061899.xyz/m.php?id=cgtne
CGTN-阿语,http://k.061899.xyz/m.php?id=cgtna
CGTN-法语,http://k.061899.xyz/m.php?id=cgtnf
CGTN-俄语,http://k.061899.xyz/m.php?id=cgtnr
CHC家庭影院,http://k.061899.xyz/m.php?id=jtyy
CHC动作电影,http://k.061899.xyz/m.php?id=dzdy
CHC影迷电影,http://k.061899.xyz/m.php?id=ymdy
东方卫视,http://k.061899.xyz/m.php?id=dfws
北京卫视,http://k.061899.xyz/m.php?id=bjws
重庆卫视,http://k.061899.xyz/m.php?id=cqws
吉林卫视,http://k.061899.xyz/m.php?id=jlws
辽宁卫视,http://k.061899.xyz/m.php?id=lnws
宁夏卫视,http://k.061899.xyz/m.php?id=nxws
甘肃卫视,http://k.061899.xyz/m.php?id=gsws
青海卫视,http://k.061899.xyz/m.php?id=qhws
陕西卫视,http://k.061899.xyz/m.php?id=sxws
山东卫视,http://k.061899.xyz/m.php?id=sdws
湖北卫视,http://k.061899.xyz/m.php?id=hubws
湖南卫视,http://k.061899.xyz/m.php?id=hunws
江西卫视,http://k.061899.xyz/m.php?id=jxws
江苏卫视,http://k.061899.xyz/m.php?id=jsws
广东卫视,http://k.061899.xyz/m.php?id=gdws
四川卫视,http://k.061899.xyz/m.php?id=scws
新疆卫视,http://k.061899.xyz/m.php?id=xjws
西藏卫视,http://k.061899.xyz/m.php?id=xzws
海南卫视,http://k.061899.xyz/m.php?id=hinws
海峡卫视,http://k.061899.xyz/m.php?id=hxws
南方卫视,http://k.061899.xyz/m.php?id=dwqws
内蒙古卫视,http://k.061899.xyz/m.php?id=nmws
Y+ 剧 场,http://k.061899.xyz/m.php?id=yjjc
中 学 生,http://k.061899.xyz/m.php?id=zxs
老 故 事,http://k.061899.xyz/m.php?id=lgs
发现之旅,http://k.061899.xyz/m.php?id=fxzl
四海钓鱼,http://k.061899.xyz/m.php?id=shdy
江苏城市,http://k.061899.xyz/m.php?id=jscs
江苏综艺,http://k.061899.xyz/m.php?id=jszy
江苏影视,http://k.061899.xyz/m.php?id=jsys
江苏国际,http://k.061899.xyz/m.php?id=jsgj
江苏教育,http://k.061899.xyz/m.php?id=jsjy
山东教育,http://k.061899.xyz/m.php?id=sdjy
游戏风云,http://k.061899.xyz/m.php?id=yxfy
东方影视,http://k.061899.xyz/m.php?id=shys
东方购物,http://k.061899.xyz/m.php?id=dfgw
之江纪录,http://k.061899.xyz/m.php?id=zjjl
杭州综合,http://k.061899.xyz/m.php?id=hzzh
杭州明珠,http://k.061899.xyz/m.php?id=hzmz
杭州生活,http://k.061899.xyz/m.php?id=hzsh
杭州影视,http://k.061899.xyz/m.php?id=hzys
杭州少儿,http://k.061899.xyz/m.php?id=hzse
高清大片,http://k.061899.xyz/m.php?id=gqdp
热剧联播,http://k.061899.xyz/m.php?id=rjlb
成龙作品集,http://k.061899.xyz/m.php?id=clzp
赛事最经典,http://k.061899.xyz/m.php?id=sszjd
掼蛋精英赛,http://k.061899.xyz/m.php?id=gdjys
体坛名栏汇,http://k.061899.xyz/m.php?id=ttmhl
新片放映厅,http://k.061899.xyz/m.php?id=xpfyt
军事迷必看大片,http://k.061899.xyz/m.php?id=jsdp
经典深圳旁边电影,http://k.061899.xyz/m.php?id=jddy
🇨🇳央视官源,#genre#
 CCTV1综合,http://115.190.105.236:35455/mgtv/608807420.m3u8
 CCTV2财经,http://115.190.105.236:35455/mgtv/631780532.m3u8
 CCTV3综艺,http://115.190.105.236:35455/mgtv/624878271.m3u8
 CCTV4中文国际,http://115.190.105.236:35455/mgtv/631780421.m3u8
 CCTV5体育,http://115.190.105.236:35455/mgtv/641886683.m3u8
 CCTV5+体育赛事,http://115.190.105.236:35455/mgtv/641886773.m3u8
 CCTV6电影,http://115.190.105.236:35455/mgtv/624878396.m3u8
 CCTV7国防军事,http://115.190.105.236:35455/mgtv/673168121.m3u8
 CCTV8电视剧,http://115.190.105.236:35455/mgtv/624878356.m3u8
 CCTV9纪录,http://115.190.105.236:35455/mgtv/673168140.m3u8
 CCTV10科教,http://115.190.105.236:35455/mgtv/624878405.m3u8
 CCTV11戏曲,http://115.190.105.236:35455/mgtv/667987558.m3u8
 CCTV12社会与法,http://115.190.105.236:35455/mgtv/673168185.m3u8
 CCTV13新闻,http://115.190.105.236:35455/mgtv/608807423.m3u8
 CCTV14少儿,http://115.190.105.236:35455/mgtv/624878440.m3u8
 CCTV15音乐,http://115.190.105.236:35455/mgtv/673168223.m3u8
 CCTV17农业农村,http://115.190.105.236:35455/mgtv/673168256.m3u8
 CCTV4欧洲,http://115.190.105.236:35455/mgtv/608807419.m3u8
 CCTV4美洲,http://115.190.105.236:35455/mgtv/608807416.m3u8
 CGTN外语纪录,http://115.190.105.236:35455/mgtv/609006487.m3u8
 CGTN阿拉伯语,http://115.190.105.236:35455/mgtv/609154345.m3u8
 CGTN西班牙语,http://115.190.105.236:35455/mgtv/609006450.m3u8
 CGTN法语,http://115.190.105.236:35455/mgtv/609006476.m3u8
 CGTN俄语,http://115.190.105.236:35455/mgtv/609006446.m3u8
 老故事,http://115.190.105.236:35455/mgtv/884121956.m3u8
 发现之旅,http://115.190.105.236:35455/mgtv/624878970.m3u8
 中学生,http://115.190.105.236:35455/mgtv/708869532.m3u8
 CGTN,http://115.190.105.236:35455/mgtv/609017205.m3u8
 东方卫视,http://115.190.105.236:35455/mgtv/651632648.m3u8
 江苏卫视,http://115.190.105.236:35455/mgtv/623899368.m3u8
 广东卫视,http://115.190.105.236:35455/mgtv/608831231.m3u8
 江西卫视,http://115.190.105.236:35455/mgtv/783847495.m3u8
 河南卫视,http://115.190.105.236:35455/mgtv/790187291.m3u8
 陕西卫视,http://115.190.105.236:35455/mgtv/738910838.m3u8
 大湾区卫视,http://115.190.105.236:35455/mgtv/608917627.m3u8
 湖北卫视,http://115.190.105.236:35455/mgtv/947472496.m3u8
 吉林卫视,http://115.190.105.236:35455/mgtv/947472500.m3u8
 青海卫视,http://115.190.105.236:35455/mgtv/947472506.m3u8
 东南卫视,http://115.190.105.236:35455/mgtv/849116810.m3u8
 海南卫视,http://115.190.105.236:35455/mgtv/947472502.m3u8
 海峡卫视,http://115.190.105.236:35455/mgtv/849119120.m3u8

🇨🇳极速央卫,#genre#
 CCTV1综合,http://115.190.105.236:35455/mgtv/608807420.m3u8
 CCTV2财经,http://115.190.105.236:35455/mgtv/631780532.m3u8
 CCTV3综艺,http://115.190.105.236:35455/mgtv/624878271.m3u8
 CCTV4中文国际,http://115.190.105.236:35455/mgtv/631780421.m3u8
 CCTV5体育,http://115.190.105.236:35455/mgtv/641886683.m3u8
 CCTV5+体育赛事,http://115.190.105.236:35455/mgtv/641886773.m3u8
 CCTV6电影,http://115.190.105.236:35455/mgtv/624878396.m3u8
 CCTV7国防军事,http://115.190.105.236:35455/mgtv/673168121.m3u8
 CCTV8电视剧,http://115.190.105.236:35455/mgtv/624878356.m3u8
 CCTV9纪录,http://115.190.105.236:35455/mgtv/673168140.m3u8
 CCTV10科教,http://115.190.105.236:35455/mgtv/624878405.m3u8
 CCTV11戏曲,http://115.190.105.236:35455/mgtv/667987558.m3u8
 CCTV12社会与法,http://115.190.105.236:35455/mgtv/673168185.m3u8
 CCTV13新闻,http://115.190.105.236:35455/mgtv/608807423.m3u8
 CCTV14少儿,http://115.190.105.236:35455/mgtv/624878440.m3u8
 CCTV15音乐,http://115.190.105.236:35455/mgtv/673168223.m3u8
 CCTV17农业农村,http://115.190.105.236:35455/mgtv/673168256.m3u8
 CCTV4欧洲,http://115.190.105.236:35455/mgtv/608807419.m3u8
 CCTV4美洲,http://115.190.105.236:35455/mgtv/608807416.m3u8
 CGTN外语纪录,http://115.190.105.236:35455/mgtv/609006487.m3u8
 CGTN阿拉伯语,http://115.190.105.236:35455/mgtv/609154345.m3u8
 CGTN西班牙语,http://115.190.105.236:35455/mgtv/609006450.m3u8
 CGTN法语,http://115.190.105.236:35455/mgtv/609006476.m3u8
 CGTN俄语,http://115.190.105.236:35455/mgtv/609006446.m3u8
 老故事,http://115.190.105.236:35455/mgtv/884121956.m3u8
 发现之旅,http://115.190.105.236:35455/mgtv/624878970.m3u8
 中学生,http://115.190.105.236:35455/mgtv/708869532.m3u8
 CGTN,http://115.190.105.236:35455/mgtv/609017205.m3u8
cctv16-NPTV,http://115.190.105.236:35455/nptv/cctv16.m3u8
cctv4k-NPTV,http://115.190.105.236:35455/nptv/cctv4k.m3u8
cctv8k-NPTV,http://115.190.105.236:35455/nptv/cctv8k.m3u8
cgtnar-NPTV,http://115.190.105.236:35455/nptv/cgtnar.m3u8
cgtndoc-NPTV,http://115.190.105.236:35455/nptv/cgtndoc.m3u8
cgtn-NPTV,http://115.190.105.236:35455/nptv/cgtn.m3u8
cgtnfr-NPTV,http://115.190.105.236:35455/nptv/cgtnfr.m3u8
cgtnru-NPTV,http://115.190.105.236:35455/nptv/cgtnru.m3u8
cgtnsp-NPTV,http://115.190.105.236:35455/nptv/cgtnsp.m3u8
第一剧场-NPTV,http://115.190.105.236:35455/nptv/dyjc.m3u8
风云剧场-NPTV,http://115.190.105.236:35455/nptv/fyjc.m3u8
怀旧剧场-NPTV,http://115.190.105.236:35455/nptv/hjjc.m3u8

🇨🇳咪咕频-,#genre#
东方卫视,http://115.190.105.236:35455/mgtv/651632648.m3u8
 江苏卫视,http://115.190.105.236:35455/mgtv/623899368.m3u8
 广东卫视,http://115.190.105.236:35455/mgtv/608831231.m3u8
 江西卫视,http://115.190.105.236:35455/mgtv/783847495.m3u8
 河南卫视,http://115.190.105.236:35455/mgtv/790187291.m3u8
 陕西卫视,http://115.190.105.236:35455/mgtv/738910838.m3u8
 大湾区卫视,http://115.190.105.236:35455/mgtv/608917627.m3u8
 湖北卫视,http://115.190.105.236:35455/mgtv/947472496.m3u8
 吉林卫视,http://115.190.105.236:35455/mgtv/947472500.m3u8
 青海卫视,http://115.190.105.236:35455/mgtv/947472506.m3u8
 东南卫视,http://115.190.105.236:35455/mgtv/849116810.m3u8
 海南卫视,http://115.190.105.236:35455/mgtv/947472502.m3u8
 海峡卫视,http://115.190.105.236:35455/mgtv/849119120.m3u8
北京卫视-NPTV,http://115.190.105.236:35455/nptv/beijing.m3u8
湖南卫视-NPTV,http://115.190.105.236:35455/nptv/hunan.m3u8
江苏卫视-NPTV,http://115.190.105.236:35455/nptv/jiangsu.m3u8
东方卫视-NPTV,http://115.190.105.236:35455/nptv/dongfang.m3u8
浙江卫视-NPTV,http://115.190.105.236:35455/nptv/zhejiang.m3u8
湖北卫视-NPTV,http://115.190.105.236:35455/nptv/hubei.m3u8
天津卫视-NPTV,http://115.190.105.236:35455/nptv/tianjing.m3u8
山东卫视-NPTV,http://115.190.105.236:35455/nptv/shandong.m3u8
辽宁卫视-NPTV,http://115.190.105.236:35455/nptv/liaoning.m3u8
安徽卫视-NPTV,http://115.190.105.236:35455/nptv/anhui.m3u8
黑龙江卫视-NPTV,http://115.190.105.236:35455/nptv/heilongjiang.m3u8
贵州卫视-NPTV,http://115.190.105.236:35455/nptv/guizhou.m3u8
东南卫视-NPTV,http://115.190.105.236:35455/nptv/dongnan.m3u8
重庆卫视-NPTV,http://115.190.105.236:35455/nptv/chongqing.m3u8
江西卫视-NPTV,http://115.190.105.236:35455/nptv/jiangxi.m3u8
广东卫视-NPTV,http://115.190.105.236:35455/nptv/guangdong.m3u8
河北卫视-NPTV,http://115.190.105.236:35455/nptv/hebei.m3u8
深圳卫视-NPTV,http://115.190.105.236:35455/nptv/shenzheng.m3u8
吉林卫视-NPTV,http://115.190.105.236:35455/nptv/jiling.m3u8
河南卫视-NPTV,http://115.190.105.236:35455/nptv/henan.m3u8
四川卫视-NPTV,http://115.190.105.236:35455/nptv/sichuan.m3u8
河北卫视-NPTV,http://115.190.105.236:35455/nptv/hebei.m3u8
广西卫视-NPTV,http://115.190.105.236:35455/nptv/guangxi.m3u8
陕西卫视-NPTV,http://115.190.105.236:35455/nptv/shanxiws.m3u8
山西卫视-NPTV,http://115.190.105.236:35455/nptv/shanxi.m3u8
内蒙古卫视-NPTV,http://115.190.105.236:35455/nptv/neimenggu.m3u8
青海卫视-NPTV,http://115.190.105.236:35455/nptv/qinghai.m3u8
海南卫视-NPTV,http://115.190.105.236:35455/nptv/hainan.m3u8
宁夏卫视-NPTV,http://115.190.105.236:35455/nptv/ningxia.m3u8
西藏卫视-NPTV,http://115.190.105.236:35455/nptv/xizang.m3u8
新疆卫视-NPTV,http://115.190.105.236:35455/nptv/xinjiang.m3u8
甘肃卫视-NPTV,http://115.190.105.236:35455/nptv/gansu.m3u8
云南卫视-NPTV,http://115.190.105.236:35455/nptv/yunnan.m3u8
兵团卫视-NPTV,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
🇨🇳央视卫视,#genre#
CCTV-1HD-BST,http://115.190.105.236:35455/bst/cctv1hd
CCTV-2HD-BST,http://115.190.105.236:35455/bst/cctv2hd8m
CCTV-3HD-BST,http://115.190.105.236:35455/bst/cctv3hd
CCTV-4HD-BST,http://115.190.105.236:35455/bst/cctv4hd4m
CCTV-5HD-BST,http://115.190.105.236:35455/bst/cctv5hd
CCTV-6HD-BST,http://115.190.105.236:35455/bst/cctv6hd
CCTV-7HD-BST,http://115.190.105.236:35455/bst/cctv7hd4m
CCTV-8HD-BST,http://115.190.105.236:35455/bst/cctv8hd
CCTV-9HD-BST,http://115.190.105.236:35455/bst/cctv9hd4mc
CCTV-10HD-BST,http://115.190.105.236:35455/bst/cctv10hd
CCTV-11HD-BST,http://115.190.105.236:35455/bst/cctv11hd4m
CCTV-12HD-BST,http://115.190.105.236:35455/bst/cctv12hd4m
CCTV-新闻HD-BST,http://115.190.105.236:35455/bst/cctv13hd4m
CCTV-少儿HD-BST,http://115.190.105.236:35455/bst/cctvsehd
CCTV-音乐HD-BST,http://115.190.105.236:35455/bst/cctvyyhd4m
CCTV-16HD-BST,http://115.190.105.236:35455/bst/cctv16hd4m
CCTV-17HD-BST,http://115.190.105.236:35455/bst/cctv17hd4m
CCTV-5+HD-BST,http://115.190.105.236:35455/bst/cctv5phd
CCTV-3-BST,http://115.190.105.236:35455/bst/cctv3hdhai
CCTV-5-BST,http://115.190.105.236:35455/bst/cctv5hdhai
CCTV-6-BST,http://115.190.105.236:35455/bst/cctv6
CCTV-8-BST,http://115.190.105.236:35455/bst/cctv8
CGTN-BST,http://115.190.105.236:35455/bst/cctvnews

🇨🇳央卫综合,#genre#
东方卫视HD-BST,http://115.190.105.236:35455/bst/hddfws
河北卫视HD-BST,http://115.190.105.236:35455/bst/hbwshd4m
浙江卫视HD-BST,http://115.190.105.236:35455/bst/zjwshd
北京卫视HD-BST,http://115.190.105.236:35455/bst/bjwshd
江苏卫视HD-BST,http://115.190.105.236:35455/bst/jswshd
天津卫视HD-BST,http://115.190.105.236:35455/bst/tjwshd
湖南卫视HD-BST,http://115.190.105.236:35455/bst/hnwshd
山东卫视HD-BST,http://115.190.105.236:35455/bst/sdwshd
东南卫视HD-BST,http://115.190.105.236:35455/bst/dnwshd
安徽卫视HD-BST,http://115.190.105.236:35455/bst/ahwshd
湖北卫视HD-BST,http://115.190.105.236:35455/bst/hbwshd
甘肃卫视HD-BST,http://115.190.105.236:35455/bst/gswshd4m
广东卫视HD-BST,http://115.190.105.236:35455/bst/gdwshd
广西卫视HD-BST,http://115.190.105.236:35455/bst/gxwshd4m
贵州卫视HD-BST,http://115.190.105.236:35455/bst/gzwshd4m
重庆卫视HD-BST,http://115.190.105.236:35455/bst/cqwshd4m
河南卫视HD-BST,http://115.190.105.236:35455/bst/henwshd4m
黑龙江卫视HD-BST,http://115.190.105.236:35455/bst/hljwshd
海南卫视HD-BST,http://115.190.105.236:35455/bst/hainwshd4m
吉林卫视HD-BST,http://115.190.105.236:35455/bst/jlwshd4m
江西卫视HD-BST,http://115.190.105.236:35455/bst/jxwshd
辽宁卫视HD-BST,http://115.190.105.236:35455/bst/lnwshd
深圳卫视HD-BST,http://115.190.105.236:35455/bst/szwshd
云南卫视HD-BST,http://115.190.105.236:35455/bst/ynwshd4m
四川卫视HD-BST,http://115.190.105.236:35455/bst/scwshd4m
山西卫视-BST,http://115.190.105.236:35455/bst/shanxiws
陕西卫视-BST,http://115.190.105.236:35455/bst/sxws
新疆卫视-BST,http://115.190.105.236:35455/bst/xjws
安多卫视-BST,http://115.190.105.236:35455/bst/adws2d5m
西藏卫视-BST,http://115.190.105.236:35455/bst/xzws
兵团卫视-BST,http://115.190.105.236:35455/bst/btws
内蒙古卫视-BST,http://115.190.105.236:35455/bst/nmgws
宁夏卫视-BST,http://115.190.105.236:35455/bst/nxws
青海卫视-BST,http://115.190.105.236:35455/bst/qhws
三沙卫视HD-BST,http://115.190.105.236:35455/bst/ssws2d5m
☘️云南频道,#genre#
屏边综合,http://live.ynurl.com/video/s10040-pbzh/index.m3u8?zyund
峨山电视,http://live.ynurl.com/video/s10034-ESTV/index.m3u8
峨山电视,http://live.ynurl.com/video/s10034-ESTV/index.m3u8?zyund
巧家综合,http://livebroadcast.ccwb.cn/live/w1593303918254963.m3u8?zyund
开远综合,http://live.ynurl.com/video/s10044-KYTV/index.m3u8?zyund
文山州公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
文山州公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8?zyund
文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
文山州新闻综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund
施甸综合,http://live.ynurl.com/video/s10048-SDTV/index.m3u8
施甸综合,http://live.ynurl.com/video/s10048TV/index.m3u8?zyund
昆明公共,http://wshls.live.migucloud.com/live/UD0YLY2G_C0_3/playlist.m3u8
昆明科学教育,http://wshls.live.migucloud.com/live/ZBXWIMTD_C0_2/playlist.m3u8
易门综合,https://zb-live.ynurl.com/yimen/3b75a2f9-7941-46b7-992d-a9796fbca5fe.m3u8
普洱新闻综合,https://zhibo.puerw.cn/puer/c752b300-602c-4083-8c5e-f6bb97b58f2d.m3u8
普洱新闻综合,https://zhibo.puerw.cn/puer/d8a31925-f343-425b-a4fc-c9e945d23087.m3u8
梁河综合,http://live.ynurl.com/video/s10032-lhtv/index.m3u8?zyund
江川综合,http://live.ynurl.com/video/s10037-JCTV/index.m3u8
江川综合,http://live.ynurl.com/video/s10037-JCTV/index.m3u8?zyund
瑞丽综合,http://live.ynurl.com/video/s10021-rltv/index.m3u8?zyund
盈江综合,http://live.ynurl.com/video/s10016-YJTV-2/index.m3u8?zyund
石屏综合,http://live.ynurl.com/video/s10059-SPTV/index.m3u8?zyund
福贡综合,http://livebroadcast.ccwb.cn/live/w1612505860303999.m3u8
红河州新闻综合,https://live.hh.cn/hhtv1/index.m3u8
腾冲综合,http://live.ynurl.com/video/s10012-TCTV/index.m3u8?zyund
芒市综合,http://live.ynurl.com/video/s10001-mstv1/index.m3u8
芒市综合,http://live.ynurl.com/video/s10001-mstv1/index.m3u8?zyund
蒙自综合,http://live.ynurl.com/video/s10019-mzdst/index.m3u8
蒙自综合,http://live.ynurl.com/video/s10019-mzdst/index.m3u8?zyund
西双版纳综合,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
西双版纳综合,http://m3u8channel.xsbnrtv.cn/nmip-media/channellive/channel106885/playlist.m3u8
金平综合,http://live.ynurl.com/video/s10041-JPTV/index.m3u8
金平综合,http://live.ynurl.com/video/s10041-JPTV/index.m3u8?zyund
陇川综合,http://live.ynurl.com/video/s10027-LCDST/index.m3u8
陇川综合,http://live.ynurl.com/video/s10027-LCDST/index.m3u8?zyund
陇川综合,https://zb-live.ynurl.com/longchuan/58f88df3-605e-4c57-865c-8e8f85241ca1.m3u8
⚽️SPORTS🏆️,#genre#
CCTV5-01,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5-02,http://39.134.65.106/PLTV/88888888/224/3221225818/1.m3u8
CCTV5-03,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV5+-01,http://152.69.180.34:35455/itv/1000000005000265016.m3u8?cdn=ystenlive
CCTV5+-02,https://live.catvod.com/smart.php?id=cctv5plus
CCTV5+-03,http://api.mytv666.top/api/fh6.php?t=体育频道&id=CCTV5+
